block_length,seed,n_events,n_blocks,treated_block_share,treated_event_share,mean_reward,mean_reward_control,mean_reward_treated,naive_effect,pure_history_memory,pure_history_share,pure_history_ht,generation_seconds,includes_compilation,jax_backend,file_size_megabytes
1000,1053,500000,500,0.522,0.522,2.2478184700012207,1.819873929023743,2.6396918296813965,0.8198179006576538,5000,0.0202020202020202,2.320143461521708,136.77804049999395,False,cpu,0.6398897171020508
1000,1054,500000,500,0.466,0.466,2.2190845012664795,1.8421036005020144,2.6510751247406006,0.8089715242385864,5000,0.0202020202020202,2.6586840609444518,132.065024800002,False,cpu,0.6472415924072266
1000,1055,500000,500,0.54,0.54,2.31066632270813,1.8835923671722408,2.674469470977783,0.790877103805542,5000,0.0363636363636363,4.583642400700155,139.45313519999036,False,cpu,0.6475086212158203
1000,1056,500000,500,0.486,0.486,2.220764636993408,1.8718315362930296,2.589801549911499,0.7179700136184692,5000,0.0161616161616161,0.3869090834687455,127.16842869999527,False,cpu,0.6460638046264648
1000,1057,500000,500,0.47,0.47,2.1922383308410645,1.8257545232772827,2.605506420135498,0.7797518968582153,5000,0.0282828282828282,-0.6423117440524727,138.64644149999367,False,cpu,0.6417961120605469
1000,1058,500000,500,0.5,0.5,2.2289392948150635,1.830181360244751,2.627697229385376,0.797515869140625,5000,0.0141414141414141,-0.3075012443508764,130.49345569999423,False,cpu,0.6413173675537109
1000,1059,500000,500,0.538,0.538,2.2901768684387207,1.8477102518081665,2.670139074325561,0.822428822517395,5000,0.0363636363636363,2.054030174422264,139.52013429999352,False,cpu,0.6434907913208008
1000,1060,500000,500,0.522,0.522,2.240234136581421,1.850276589393616,2.5973212718963623,0.7470446825027466,5000,0.0141414141414141,1.6835296569901284,136.0964593999961,False,cpu,0.6403989791870117
1000,1061,500000,500,0.504,0.504,2.261648178100586,1.8650304079055784,2.651970624923706,0.7869402170181274,5000,0.0303030303030303,2.727254564501059,140.8680389999936,False,cpu,0.6470470428466797
1000,1062,500000,500,0.526,0.526,2.2505970001220703,1.83044958114624,2.6292078495025635,0.7987582683563232,5000,0.0444444444444444,2.464433071943485,133.19391929999983,False,cpu,0.6403532028198242
1000,1063,500000,500,0.532,0.532,2.30293869972229,1.8430742025375368,2.707480192184448,0.8644059896469116,5000,0.0606060606060606,3.9911536872049775,132.99245769999106,False,cpu,0.6466541290283203
1000,1064,500000,500,0.492,0.492,2.229663848876953,1.8514471054077148,2.620180368423462,0.7687332630157471,5000,0.0101010101010101,1.3068114432961049,140.74315209999622,False,cpu,0.6438064575195312
1000,1065,500000,500,0.478,0.478,2.236053228378296,1.8583776950836184,2.6484944820404053,0.7901167869567871,5000,0.0303030303030303,-0.4456442733682767,131.83653329999652,False,cpu,0.6484899520874023
1000,1066,500000,500,0.46,0.46,2.194963932037353,1.829606771469116,2.623861312866211,0.7942545413970947,5000,0.0646464646464646,-1.0199362976832824,140.2688427999965,False,cpu,0.6442661285400391
